Procesa_grupa,Darbibas_joma,Process,Procesa_galaprodukti,Procesa_izpilditajs-patstaviga_strukturvieniba
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts/ nav reģistrēts saimnieciskās darbības veicējs,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Izslēgta NM saimnieciskā darbība,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Apturēta  NM saimnieciskā darbība,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Atjaunota NM saimnieciskā darbība,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēta/ nav reģistrēta struktūrvienība,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Izslēgta/ nav izslēgta struktūrvienība no reģistra,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts/ nav reģistrēts mikrouzņēmumu nodokļa maksātājs,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,"Reģistrēta ""Paziņotā saimnieciskā darbība""",NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts/ nav reģistrēts samazinātās patentmaksas maksātājs,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Veiktas izmaiņas samazinātās patentmaksas maksātāja datos,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,NM reģistrēts/ nav reģistrēts PVN maksātāju reģistrā,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,NM izslēgts no PVN maksātāju reģistra,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,NM izslēgts no PVN maksātāju reģistra,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts kā NILLTPFN likuma subjekts,NSUP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēt/ nav reģistrēts azartspēļu automāts un iekārta,NSUP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts/ nav reģistrēts stipendijas nolikums,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēta/ nav reģistrēta elektroniskā ierīce vai iekārta,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Noņemta no uzskaites elektroniskā ierīce vai iekārta,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts/ nav reģistrēts elektronisko ierīču un iekārtu apkalpojošais dienests,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Elektronisko ierīču un iekārtu apkalpojošais dienests izslēgts no reģistra,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēta/ nav reģistrēta atbilstības pārbaudes institūcija,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Atbilstības pārbaudes institūcija izslēgta no reģistra,NNVP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrētas kvītis un biļetes,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Persona iekļauta riska personu sarakstā,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Persona izslēgta no VID riska personu saraksta,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Adrese iekļauta VID riska adrešu sarakstā,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Adrese izslēgta no riska adrešu saraksta,NP
Pamatdarbība,Muitas lietu administrēšana,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts EORI un hoc numurs,MP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrētas stingrās uzskaites plombas ,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Mainīts rezidenta statuss,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts/ nav reģistrēts NM norēķinu konts,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Slēgts NM norēķinu konts,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Reģistrēts SDI konts ,NP
Pamatdarbība,Reģistri un datu uzskaite,Subjektu un objektu reģistrēšana un to datu izmaiņu veikšana,Slēgts SDI konts,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Algas nodokļa grāmatiņu administrēšana,Piešķirta algas nodokļa grāmatiņa,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Algas nodokļa grāmatiņu administrēšana,Piešķirta algas nodokļa grāmatiņa,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,Algas nodokļa grāmatiņu administrēšana,Veiktas izmaiņas par galveno ienākumu gūšanas vietu,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Algas nodokļa grāmatiņu administrēšana,Veiktas izmaiņas par galveno ienākumu gūšanas vietu,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,Algas nodokļa grāmatiņu administrēšana,Veiktas izmaiņas par apgādāmajiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Algas nodokļa grāmatiņu administrēšana,Veiktas izmaiņas par apgādāmajiem,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,Algas nodokļa grāmatiņu administrēšana,Veiktas izmaiņas par speciālajiem nosacījumiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Algas nodokļa grāmatiņu administrēšana,Veiktas izmaiņas par speciālajiem nosacījumiem,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta UIN deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts darba devēja ziņojums,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta GID,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts paziņojums par FP izmaksātajām summām,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta PVN deklarācija par taksācijas gadu,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta PVN deklarācija par taksācijas periodu,NP
Pamatdarbība,Akcīzes preču aprites administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta akcīzes nodokļa deklarācija,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Deklarāciju administrēšana,Pieņemta/ nav pieņemta valsts amatpersonu deklarācija,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Deklarāciju administrēšana,Pieņemta/ nav pieņemta valsts amatpersonu deklarācija,SNASLD
Pamatdarbība,Administratīvā atbildība un sankcijas,Deklarāciju administrēšana,Pieņemts/ nav pieņemts valsts amatpersonu saraksts,NP
Pamatdarbība,Administratīvā atbildība un sankcijas,Deklarāciju administrēšana,Pieņemts/ nav pieņemts valsts amatpersonu saraksts,SNASLD
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts zinojums par sezonas laukstrādniekiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pašnodarbinātā ziņojums,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pārskats par aprēķināto azartspēļu nodokli,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pārskats par aprēķināto izložu nodokli,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta pārskata perioda deklarācija par ienākumu no kapitāla pieauguma,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta gada kapitāla pieauguma ienākuma precizēšanas deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,"Pieņemta/ nav pieņemta informācija par darījumiem, kas uzsākti, bet nav pabeigti vienā taksācijas gadā",NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts UIN pārskats par nerezidenta gūtajiem ienākumiem un samaksāto nodokli LR,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts IIN pārskats par FP – nerezidenta gūtajiem ienākumiem un samaksāto nodokli LR,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta numerācijas lietošanas tiesību ikgadējās valsts nodevas deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts dabas resursu nodokļa pārskats,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta autoratlīdzības deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts UIN piemaksas aprēķins kredītiestādēm un patērētāju kreditēšanas pakalpojumu sniedzējiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta maksāšanas perioda solidaritātes iemaksas deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta solidaritātes iemaksas avansa maksāšanas  deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Peņemts/ nav pieņemts paziņojums par PVN,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts paziņojums par valsts kapitāla izmantošanu,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta tonnāžas nodokļa deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta elektroenerģijas nodokļa deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemtas ziņas par darba ņēmējiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta mikrouzņēmumu nodokļa deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta finanšu stabilitātes nodevas deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta informācija par akciju pirmpirkuma tiesībām,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta informācija par aizdevumiem FP,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta mantiskā stāvokļa deklarācija,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta informācija no LAD par atbalsta maksājumiem JP,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pārskats par nodokļa atlaižu summu,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts uzņēmumu gada pārskats,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta deklarācija par skaidrā naudā veiktajiem darījumiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts paziņojums par PVN par izmaksām trešajām valstīm,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts labojumu pārskats par preču piegādēm un sniegtajiem pakalpojumiem ES teritorijā,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pārskats par numurēto un VID reģistrēto kvīšu izlietojumu,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pārskats par numurēto un VID reģistrēto biļešu izlietojumu,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pārskats par stingrās uzsaites plombu izlietojumu,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta informācija par tirdzniecības dalībniekiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemta/ nav pieņemta informācija par izsniegtajām atļaujām ielu tirdzniecībai un ielu tirdzniecības organizēšanai,NP
Pamatdarbība,Akcīzes preču aprites administrēšana,Deklarāciju administrēšana,Pieņemti/ nav pieņemti akcīzes preču aprites pārskati,NP
Pamatdarbība,Akcīzes preču aprites administrēšana,Deklarāciju administrēšana,Pieņemti/ nav pieņemti akcīzes nodokļa marku aprites pārskati,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,"Pieņemta/ nav pieņemta informatīvā deklarācija (ziņas, ziņojums, paziņojums)",NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pārskats par nekustamā īpašuma nodokļa atlaižu piemērošanu,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Deklarāciju administrēšana,Pieņemts/ nav pieņemts pārskats par tiešo nodokļu atlaižu summu piemērošanu,NP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana  klientam,Sniegta konsultācija pa tālruni nodokļu jautājumos,NP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana klientam,Sniegta konsultācija pa tālruni muitas jautājumos,MP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana klientam,Sniegta konsultācija klātienē VID KAC ,NP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana klientam,Sniegta konsultācija rakstiski,MP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana klientam,Sniegta konsultācija rakstiski,NP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana klientam,Sniegta konsultācija rakstiski,NSUP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana klientam,Sniegta konsultācija rakstiski,NNVP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana klientam,Sniegta konsultācija rakstiski,SNASLD
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Konsultāciju sniegšana klientam,Sniegta padziļinātā konsultācija par DK,NP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Iesniegumu izskatīšana,Sniegta atbilde uz iesniegumu,NP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Iesniegumu izskatīšana,Sniegta atbilde uz iesniegumu,MP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Iesniegumu izskatīšana,Sniegta atbilde uz iesniegumu,NNVP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Iesniegumu izskatīšana,Sniegta atbilde uz iesniegumu,NSUP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Iesniegumu izskatīšana,Sniegta atbilde uz iesniegumu,NMUAPP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Iesniegumu izskatīšana,Sniegta atbilde uz iesniegumu,JPSIP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Iesniegumu izskatīšana,Sniegta atbilde uz iesniegumu,SNASLD
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Iesniegumu izskatīšana,Sniegta atbilde uz iesniegumu,AP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavots metodiskais/ informatīvais materiāls klientiem,NP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavots metodiskais/ informatīvais materiāls klientiem,NSUP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavots metodiskais/ informatīvais materiāls klientiem,NNVP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavots metodiskais/ informatīvais materiāls klientiem,MP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,NP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,MP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,NNVP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,NSUP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,NMUAPP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,JPSIP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,APP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,AP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija ievietošanai VID ārējā tīmekļvietnē,IKD
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,NP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,MP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,NNVP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,NSUP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,NMUAPP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,JPSIP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,APP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,AP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija publicēšanai citos informācijas avotos,IKD
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija čatbotam Tomam,NP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Sagatavota informācija čatbotam Tomam,MP
Pamatdarbība,"Komunikācija, konsultēšana un informēšana",Informācijas nodrošināšana klientiem,Novadīts klientiem seminārs/ mācības,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,NM maksājumu administrēšana ,Veikta/ nav veikta maksājumu (neieskaitot muitas maksājumus) atmaksa,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,NM maksājumu administrēšana ,Veikta/ nav veikta maksājumu (neieskaitot muitas maksājumus) atmaksa,SNASLD
Pamatdarbība,Muitas lietu administrēšana,NM maksājumu administrēšana ,Veikta muitas maksājumu atmaksa,MP
Pamatdarbība,Nodokļu un nodevu administrēšana,NM maksājumu administrēšana ,Dzēsta pārmaksa,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,NM maksājumu administrēšana ,Dzēsta pārmaksa,MP
Pamatdarbība,Nodokļu un nodevu administrēšana,NM maksājumu administrēšana ,Maksājums novirzīts parādu saistību segšanai,NP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Veikts PVN plaisas aprēķins,NMUAPP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Veikts VSAOI plaisas aprēķins,NMUAPP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Veikts IIN plaisas aprēķins,NMUAPP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Aktualizēts NM reitinga novērtējums,NMUAPP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Aktualizēti NM segmenti,NMUAPP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Veikts ceturkšņa monitorings,NMUAPP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Veikta nokavēto maksājumu apjoma un struktūras analīze,NNVP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Veikts normatīvā akta projekta fiskālās ietekmes novērtējums,NMUAPP
Pamatdarbība,"Politika, metodika, analītika un regulējums",Datu analizēšana,Veikta VID administrēto kopbudžeta ieņēmumu analīze,NMUAPP
Pamatdarbība,Nodokļu un nodevu administrēšana,Atļauju un licenču administrēšana,Izsniegta/ nav izsniegta atļauja par UIN nepiemērošanu darījumiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Atļauju un licenču administrēšana,Veiktas izmaiņas atļaujā par UIN nepiemērošanu darījumiem,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Atļauju un licenču administrēšana,Izsniegta/ nav izsniegta atļauja īpaša PVN režīma piemērošanai un PVN atmaksāšanai 3.valsts FP,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Atļauju un licenču administrēšana,Veiktas izmaiņas atļaujā īpaša PVN režīma piemērošanai un PVN atmaksāšanai 3.valsts FP,NP
Pamatdarbība,Nodokļu un nodevu administrēšana,Atļauju un licenču administrēšana,Izsniegta/ nav izsniegta ārpakalpojuma grāmatveža licence,NSUP
Pamatdarbība,Nodokļu un nodevu administrēšana,Atļauju un licenču administrēšana,Veiktas izmaiņas ārpakalpojuma grāmatveža licencē,NSUP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Atļauju un licenču administrēšana,Izsniegta/ nav izsniegta atļauja preču un pakalpojumu loterijai,NSUP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Atļauju un licenču administrēšana,Veiktas izmaiņas atļaujā preču un pakalpojumu loterijai,NSUP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Atļauju un licenču administrēšana,Izsniegta/ nav izsniegta azartspēļu un izložu licence,NSUP
Pamatdarbība,Nenodokļu maksājumi un īpaši regulētās jomas,Atļauju un licenču administrēšana,Veiktas izmaiņas azartspēļu un izložu licencē,NSUP
Pamatdarbība,Akcīzes preču aprites administrēšana,Atļauju un licenču administrēšana,Izsniegta/ nav izsniegta atļauja vai licence darbībām ar akcīzes precēm,NP
Pamatdarbība,Akcīzes preču aprites administrēšana,Atļauju un licenču administrēšana,Veiktas izmaiņas atļaujā vai licencē darbībām ar akcīzes precēm,NP
Pamatdarbība,Muitas lietu administrēšana,Atļauju un licenču administrēšana,Izsniegta/ nav izsniegta vispārējā galvojumu un atzītā uzņēmēju atļauja,MP
Pamatdarbība,Muitas lietu administrēšana,Atļauju un licenču administrēšana,Veiktas izmaiņas vispārējo galvojumu un atzīto uzņēmēju atļaujā,MP
Pamatdarbība,Muitas lietu administrēšana,Atļauju un licenču administrēšana,Izsniegta/ nav izsniegta īpašo procedūru un  vienkāršojumu atļauja,MP
Pamatdarbība,Muitas lietu administrēšana,Atļauju un licenču administrēšana,Veiktas izmaiņas īpašo procedūru un  vienkāršojumu atļaujā,MP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegta/ nav izsniegta izziņa,NP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegta/ nav izsniegta izziņa,SNASLD
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegta/ nav izsniegta uzziņa,JPSIP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegta/ nav izsniegta uzziņa,MP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegta/ nav izsniegta uzziņa,NP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegta/ nav izsniegta uzziņa,NSUP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegta/ nav izsniegta uzziņa,NNVP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegts/ nav izsniegts apliecinājums,NP
Pamatdarbība,"Komunikācija, konsultēšana, informēšana un iesniegumu izskatīšana",Dokumentu ar juridisku spēku izsniegšana,Izsniegts/ nav izsniegts apliecinājums,SNASLD
Pamatdarbība,Juridiskās funkcijas un tiesvedība,Pirmstiesas strīdu lietu izskatīšana,Pārsūdzēts lēmums,JPSIP
